taxi_zone_id,taxi_zone_name,borough,observations,actual_mean,predicted_mean,mae,rmse,r2,mape_positive_pct,smape_pct,mean_error_bias
147,Longwood,Bronx,1464,0.8087431693989071,0.9325082537241929,0.7766247885576173,1.0261419046664795,0.13612281347950295,46.65310440372436,132.41906175859685,0.12376508432528588
148,Lower East Side,Manhattan,1464,69.02049180327869,66.82249744407545,13.392248629965287,25.17653995794336,0.9033491481016164,28.960543557538347,23.571412627980262,-2.1979943592032463
149,Madison,Brooklyn,1464,0.7547814207650273,0.9459626558062694,0.7754246548514498,1.0478143194529592,0.056148603522700236,48.48378531560518,134.5142459136331,0.19118123504124201
150,Manhattan Beach,Brooklyn,1464,0.46379781420765026,0.6449495642943299,0.6148868767290533,0.7695130421244678,0.019424925120959058,47.555234946555366,156.41406493781824,0.1811517500866797
151,Manhattan Valley,Manhattan,1464,47.00273224043716,49.15974683597754,7.793551943540389,10.622113991781783,0.8865281514050324,29.281961679099155,25.781380806285757,2.1570145955403874
152,Manhattanville,Manhattan,1464,7.937841530054645,8.267654824511748,3.0173019573527182,4.08215823339216,0.4637902507239289,56.628711254578434,48.148725653838184,0.32981329445710306
153,Marble Hill,Manhattan,1464,0.3463114754098361,0.5116325439840771,0.5462921669884524,0.7070356443425111,-0.1374415340492714,54.76273193717077,167.20636066995067,0.165321068574241
154,Marine Park/Floyd Bennett Field,Brooklyn,1464,0.060109289617486336,0.2317380309729972,0.26583714965807076,0.34041209405804235,-0.6201726363975737,76.924732924715,196.13215547771298,0.17162874135551084
155,Marine Park/Mill Basin,Brooklyn,1464,1.383879781420765,1.4521985212419541,0.9809873769738695,1.3386745893962355,0.22201697469411852,54.90990406822942,107.11814241492745,0.06831873982118913
156,Mariners Harbor,Staten Island,1464,0.0273224043715847,0.02556149205983506,0.05142742210302812,0.17858046693579044,-0.08812749405377973,97.2484329777718,199.7298745221798,-0.0017609123117496431
157,Maspeth,Queens,1464,2.377049180327869,2.301161499111188,1.6029010017210812,2.909358698096852,0.5701737366384219,61.7479890193135,100.3901450725504,-0.07588768121668106
158,Meatpacking/West Village West,Manhattan,1464,53.17486338797814,53.026206698656054,9.959722343510043,14.813343786694551,0.8840601277717992,36.012905871925376,27.579006059063047,-0.1486566893220881
159,Melrose South,Bronx,1464,2.168032786885246,1.9799859945969158,1.3020173309028795,1.771072396618525,0.23294090101452514,56.66754148690409,88.19221328153952,-0.18804679228833013
160,Middle Village,Queens,1464,1.0136612021857923,1.1105569500551236,0.9052258972866387,1.1842570121482305,0.035928786141192104,48.920215710789,118.02213728686088,0.0968957478693312
161,Midtown Center,Manhattan,1464,235.86338797814207,242.0608754176586,29.618863713939625,46.41541395745172,0.9397892643840042,23.65737309705178,19.020301818992053,6.1974874395165545
162,Midtown East,Manhattan,1464,176.97472677595627,181.36905820248552,22.96589329487958,33.67961505485791,0.9350997750617182,25.366300080870896,19.696622837774594,4.394331426529237
163,Midtown North,Manhattan,1464,147.62295081967213,151.02588675218135,19.427980571205634,28.928231077342097,0.9267381438195009,22.02067394213534,18.464371715886806,3.4029359325092163
164,Midtown South,Manhattan,1464,121.51024590163935,122.64101136405539,17.147694580015894,24.67851658593349,0.8966700865848287,21.18141795609603,18.349084762595442,1.1307654624160564
165,Midwood,Brooklyn,1464,1.465846994535519,1.586653630180749,1.0670563743113868,1.4667318773405797,0.2960883046002559,55.458391743464965,110.62115083551762,0.1208066356452301
166,Morningside Heights,Manhattan,1464,36.169398907103826,37.788416746854445,7.639968177229081,10.490153387061524,0.8128236656031183,35.23020093885733,27.816512560080483,1.6190178397506223
167,Morrisania/Melrose,Bronx,1464,1.7670765027322404,1.7096612702329022,1.1525872270111077,1.6571755685215734,0.35626692219625733,55.34848435368892,99.63523044984508,-0.05741523249933835
168,Mott Haven/Port Morris,Bronx,1464,3.8688524590163933,3.612636195847335,2.052830085144478,2.852634767883316,0.2138912219436513,68.41883350510597,65.90884093986512,-0.25621626316905843
169,Mount Hope,Bronx,1464,1.5901639344262295,1.5692639214308013,1.1362030549839244,1.549666821336952,0.24329022083485063,53.96270348340898,102.98907100849962,-0.0209000129954282
170,Murray Hill,Manhattan,1464,145.9808743169399,150.1202177070167,18.815884807470653,26.915326278774057,0.9242730084200362,22.568188943694146,19.118827749434416,4.139343390076827
171,Murray Hill-Queens,Queens,1464,0.45901639344262296,0.6708723012299962,0.640492663757547,0.7796377412278319,-0.0858156807881787,46.89492166155239,153.33222561013054,0.21185590778737326
172,New Dorp/Midland Beach,Staten Island,1464,0.028005464480874317,0.02648666990472851,0.05248831381114528,0.16858279944834717,-0.04404668641843079,96.42244716950506,199.6253281816632,-0.0015187945761458137
173,North Corona,Queens,1464,0.8913934426229508,1.0028694564729874,0.8835555847164647,1.258342023716012,0.055261901549991,47.4362795130109,123.47255651912185,0.11147601385003661
174,Norwood,Bronx,1464,1.1147540983606556,1.1570646689146726,0.9076033776851068,1.2298548426612297,0.14855819205593024,48.11302092200504,115.11332111221604,0.042310570554017116
175,Oakland Gardens,Queens,1464,0.28346994535519127,0.517572819387491,0.5353458544516444,0.6671101933222242,-0.22616070496846308,51.607710841613475,171.6617933865525,0.23410287403229976
176,Oakwood,Staten Island,1464,0.01912568306010929,0.020666596553191575,0.038256022122050794,0.15963509698005368,-0.1148430872452999,95.759567730988,199.75091270541472,0.0015409134930822852
177,Ocean Hill,Brooklyn,1464,3.692622950819672,3.6685014446864335,1.8105632576113282,2.498630298194227,0.38886253724375164,63.422718898364316,66.93742577090028,-0.024121506133238865
178,Ocean Parkway South,Brooklyn,1464,0.3668032786885246,0.5958782500478811,0.5701247377990502,0.7269983995734728,-0.11488955233374809,47.17159661225867,162.98045289275956,0.22907497135935642
179,Old Astoria,Queens,1464,4.806010928961749,4.771777160625531,2.1265076456116665,2.889282663555388,0.3947074766437775,61.495366669859095,56.34963353423064,-0.03423376833621766
180,Ozone Park,Queens,1464,0.6653005464480874,0.788425706819783,0.7488851027566973,0.9655206052838542,-0.016980295129686462,49.61602265024994,141.58394233078621,0.1231251603716955
181,Park Slope,Brooklyn,1464,7.0,6.854774633854682,3.0793798330758033,4.831735941052073,0.5191200142564711,61.05956955219859,56.879286243711405,-0.14522536614531745
182,Parkchester,Bronx,1464,1.869535519125683,1.8137114725110624,1.1793538121093743,1.7115196132704416,0.531213795681394,55.92896811541345,108.00588339336242,-0.05582404661462075
183,Pelham Bay,Bronx,1464,0.42008196721311475,0.6349605123837236,0.5992544298699407,0.7673721783443076,0.018845353560116407,48.19715984519154,159.7091006745996,0.21487854517060895
184,Pelham Bay Park,Bronx,1464,0.0546448087431694,0.1281760856024073,0.16215802271031335,0.29189941603810937,-0.36137369099886585,81.64532203317137,197.32662904635828,0.0735312768592379
185,Pelham Parkway,Bronx,1464,0.8278688524590164,0.9520006842356215,0.779666553825108,1.0050727842528158,0.17776497573582495,48.696428721578364,130.25265368078198,0.12413183177660506
186,Penn Station/Madison Sq West,Manhattan,1464,181.60382513661202,185.03454839733982,31.151020403723475,43.86636957004123,0.8373569883962018,24.923470116477333,20.84082513177606,3.430723260727812
187,Port Richmond,Staten Island,1464,0.009562841530054645,0.01559038672218165,0.024787317586348417,0.12601112611410747,-0.17016149406535375,97.82290118602153,199.93203695056104,0.006027545192127007
188,Prospect-Lefferts Gardens,Brooklyn,1464,6.075819672131147,6.060547253806929,2.4835193942070863,3.2997590180232512,0.423705890977635,61.081880310067774,52.349104966323104,-0.01527241832421882
189,Prospect Heights,Brooklyn,1464,2.8804644808743167,2.8902827444947055,1.6651443348534598,2.329379336803127,0.33725830299679227,62.822608471546125,77.30556392467807,0.009818263620388342
190,Prospect Park,Brooklyn,1464,0.5348360655737705,0.6350660451388352,0.6541487606188123,0.9963545088063348,0.11823512973994676,54.452513381908496,158.2945554495058,0.10022997956506474
191,Queens Village,Queens,1464,1.5560109289617485,1.612734088691147,1.2373264376660467,1.840291441240451,0.2073915274308613,59.98553921762979,110.33928937288032,0.05672315972939813
192,Queensboro Hill,Queens,1464,0.38866120218579236,0.5818312311818344,0.6040307318161049,0.7326404627093225,-0.22049774036530545,51.13204430527878,160.96362554610192,0.19317002899604221
193,Queensbridge/Ravenswood,Queens,1464,4.69672131147541,4.704582144126976,2.307833348616415,3.1872205499299904,0.37406265961537044,64.61438824397163,67.92647918233202,0.00786083265156713
194,Randalls Island,Manhattan,1464,0.21994535519125682,0.349998268586377,0.41988614335496827,0.534137046076904,-0.16939778775617254,64.11538960222389,181.39952809519815,0.13005291339512015
195,Red Hook,Brooklyn,1464,2.0976775956284155,2.1559640629483745,1.4174048737399425,2.319390222676432,0.6301976767000175,65.83964864634808,101.20195078460196,0.05828646731995901
196,Rego Park,Queens,1464,1.4993169398907105,1.5255838327598144,1.1102225418790446,1.460779394150232,0.10333073528747883,56.80185886266922,103.1715722280335,0.026266892869103834
197,Richmond Hill,Queens,1464,3.247950819672131,3.1973048266527866,1.7825216280189646,2.3953895815138493,0.29533788122835414,67.33633334578748,70.8429010212509,-0.05064599301934427
198,Ridgewood,Queens,1464,2.7493169398907105,2.722570682955782,1.6401452332472728,2.407587452688166,0.40023724370189007,62.20427903400214,78.67873544774446,-0.026746256934928277
199,Rikers Island,Bronx,1464,0.00273224043715847,0.03784354597904166,0.04048246673826692,0.09211211670587356,-1.0740304920637755,98.07702441363672,199.98456680651157,0.03511130554188319
200,Riverdale/North Riverdale/Fieldston,Bronx,1464,0.7896174863387978,0.8895173587640932,0.779175919600494,1.0574999921043169,0.08187622323676802,46.2152005251101,133.7115944297419,0.09989987242529541
201,Rockaway Park,Queens,1464,0.42213114754098363,0.598929937990621,0.6078422194191713,0.7704492175175938,-0.10124624099920432,49.819925358668954,158.958342409308,0.17679879044963737
202,Roosevelt Island,Manhattan,1464,0.9610655737704918,1.0171701647543647,0.8672418758661442,1.1283961407419392,-0.050314967614887074,49.919158099194426,120.65718796373633,0.056104590983873145
203,Rosedale,Queens,1464,0.7472677595628415,0.8651165090537004,0.7605221349745834,1.0188392772089896,0.1288675696598457,52.30046826596926,137.28764312284247,0.11784874949085884
204,Rossville/Woodrow,Staten Island,1464,0.00546448087431694,0.011445262941275697,0.01680517714843561,0.08487875181918456,-0.05935559020947112,98.9477578607476,199.9801463005068,0.005980782066958759
205,Saint Albans,Queens,1464,1.9863387978142077,2.0287910799855777,1.3204148184033022,1.821881925101122,0.3256214619786231,59.783643503556206,99.48683196353716,0.04245228217137007
206,Saint George/New Brighton,Staten Island,1464,0.017759562841530054,0.02648826698461439,0.04287047442894939,0.14130577277990053,-0.06151106588408073,96.08588000866196,199.7517154038082,0.00872870414308434
207,Saint Michaels Cemetery/Woodside,Queens,1464,0.40027322404371585,0.5560480985257084,0.5854273555652165,0.790221203696642,-0.037159937920543396,54.21520154893131,165.95368517782777,0.15577487448199245
208,Schuylerville/Edgewater Park,Bronx,1464,0.9658469945355191,1.061414701049997,0.8440993495669493,1.1214081661811242,0.20241368599688436,44.77555987633471,123.28220830494942,0.09556770651447791
209,Seaport,Manhattan,1464,12.169398907103826,12.186784502542185,3.7518812481100543,5.2807455643994095,0.7463561004735626,47.09578137946501,44.68110963912064,0.017385595438360737
210,Sheepshead Bay,Brooklyn,1464,1.3886612021857923,1.5367707157333608,1.01404805501954,1.3435398533827467,0.2534530829124647,55.79820256559075,103.3162399053734,0.14810951354756832
211,SoHo,Manhattan,1464,48.09767759562842,47.91382094053878,8.503543202751393,12.326783414628439,0.8952574605239617,36.21780944925408,29.238427393303873,-0.18385665508964058
212,Soundview/Bruckner,Bronx,1464,1.1980874316939891,1.2412015785032713,0.9559089996699045,1.325049378832091,0.26360511859929747,47.89975156459006,117.92254971477035,0.043114146809282404
213,Soundview/Castle Hill,Bronx,1464,2.185792349726776,2.0469762133355336,1.3011916545436502,1.8387090261037453,0.39532256186541026,56.095971796589815,95.47085305937266,-0.13881613639124235
214,South Beach/Dongan Hills,Staten Island,1464,0.0546448087431694,0.07325823095550946,0.11645791843597655,0.25240647083413803,-0.11529095091109998,89.75811053008294,198.27243865693654,0.018613422212340053
215,South Jamaica,Queens,1464,1.9795081967213115,2.0481771102057813,1.3375379840388861,1.822740776211117,0.19622204065643112,58.64176466724047,90.03611923770383,0.06866891348446992
216,South Ozone Park,Queens,1464,4.523907103825136,4.472961107520927,2.1433879070068245,2.849211173378941,0.24613794852057935,61.343846363430785,58.350528077345544,-0.05094599630421035
217,South Williamsburg,Brooklyn,1464,1.1543715846994536,1.2467067963334904,1.0020101099467562,1.2959138237408911,-0.020554793861239595,50.381953702797745,113.04683355708177,0.09233521163403685
218,Springfield Gardens North,Queens,1464,1.385928961748634,1.4724802810189175,1.0536598259433512,1.4132574985996886,0.23272613182041157,53.13039015964854,109.18632762877012,0.08655131927028357
219,Springfield Gardens South,Queens,1464,1.430327868852459,1.4821786185098709,1.0773136092655338,1.4161593877201255,-0.017031944089607176,53.60069252090154,97.53088407478937,0.05185074965741179
220,Spuyten Duyvil/Kingsbridge,Bronx,1464,1.2875683060109289,1.273848368316606,0.95748289260777,1.2917881404283853,0.18889281426710125,48.91294392940799,109.47031373219072,-0.013719937694323187
221,Stapleton,Staten Island,1464,0.0942622950819672,0.11923176881773793,0.1567992268969339,0.34235987125192124,0.10155384111908305,76.20618298210425,194.69865086639066,0.0249694737357707
222,Starrett City,Brooklyn,1464,1.4460382513661203,1.5599969954898794,1.043786282127864,1.4505191480991726,0.3481938424647181,56.49590780707597,114.87115589889021,0.1139587441237588
223,Steinway,Queens,1464,4.295765027322404,4.250979778466236,2.111267329667191,2.921852506734164,0.1995807783961615,67.41431890710678,58.269034525865976,-0.04478524885616703
224,Stuy Town/Peter Cooper Village,Manhattan,1464,13.941256830601093,14.430631853981048,4.1476216999912285,5.624550306684297,0.6329752363490913,44.1602657622916,37.4113371000231,0.4893750233799566
225,Stuyvesant Heights,Brooklyn,1464,6.704234972677596,6.678423084303512,2.6484668848565827,3.5999316870933504,0.43410512635946097,59.63979941666017,47.273311685810064,-0.025811888374082936
226,Sunnyside,Queens,1464,10.557377049180328,10.752314834572104,3.752529418784647,4.987440682409537,0.3882191987312468,48.40249026416658,39.64373245425568,0.19493778539177595
227,Sunset Park East,Brooklyn,1464,1.1209016393442623,1.2982911529916359,0.9526397568861015,1.241000907096146,0.0056970045122271,52.00540314042823,110.16672739241028,0.17738951364737357
228,Sunset Park West,Brooklyn,1464,3.050546448087432,3.143020248479792,1.794288160523462,2.7993034873155525,0.5656214436915694,71.31088174869181,73.50928628857397,0.09247380039236075
229,Sutton Place/Turtle Bay North,Manhattan,1464,92.30464480874316,94.8988210946162,13.105248158927507,18.39024323627299,0.896477815425077,22.493697895819047,18.99969209803985,2.5941762858730266
230,Times Sq/Theatre District,Manhattan,1464,169.1974043715847,172.67666310795695,24.58241805801,35.635253241440516,0.8972271180095183,28.120766915727053,18.33898089037823,3.479258736372252
231,TriBeCa/Civic Center,Manhattan,1464,78.10040983606558,78.88360004971211,12.908984168605413,18.711784973496574,0.8944612436749807,32.39374727111011,24.03068058445972,0.7831902136465478
232,Two Bridges/Seward Park,Manhattan,1464,17.278688524590162,17.608713141694675,4.535953875784571,6.0930330701505895,0.657683404665206,36.074290790046696,30.624982393124363,0.3300246171045129
233,UN/Turtle Bay South,Manhattan,1464,60.549180327868854,62.73219345073373,10.071588956786893,14.001843121230436,0.8800380578961658,28.98254793761395,23.17212251568528,2.1830131228648764
234,Union Sq,Manhattan,1464,150.8101092896175,151.61328969610275,19.936107975808905,29.256846485485674,0.9331600556316817,26.865584585977192,20.839352206796367,0.803180406485287
235,University Heights/Morris Heights,Bronx,1464,1.9815573770491803,1.911062554840873,1.2322465617081082,1.7113683656467218,0.3986767896221729,54.149234400539335,100.07568715666356,-0.07049482220830718
236,Upper East Side North,Manhattan,1464,236.97267759562843,245.42696886043166,30.03541908030803,44.05546733232586,0.9477907685730417,28.67311516651787,22.58725031754161,8.454291264803238
237,Upper East Side South,Manhattan,1464,266.66530054644807,273.0562800503692,31.54185002711566,46.456574898458946,0.9498820923853526,27.282093121866748,20.628791821335398,6.390979503921101
238,Upper West Side North,Manhattan,1464,110.16256830601093,115.01252885894343,16.05063882744995,22.464278729820407,0.9137282553534138,25.911958167817616,21.725206146504092,4.8499605529325045
239,Upper West Side South,Manhattan,1464,152.83674863387978,156.71171364782788,21.347779458263304,30.786306025848717,0.9105162000144414,25.147283281407496,20.518345646405987,3.874965013948102
240,Van Cortlandt Park,Bronx,1464,0.18237704918032788,0.3221964231397903,0.3805920423638711,0.49000417550726055,-0.2630458547130179,66.11068455049379,184.52065578181265,0.13981937395946245
241,Van Cortlandt Village,Bronx,1464,1.2397540983606556,1.331878098475044,0.9908064405751823,1.379763022021707,0.2505514059783285,49.09923603774923,112.80665360835258,0.0921240001143884
242,Van Nest/Morris Park,Bronx,1464,1.1236338797814207,1.1584927813454575,0.9314521385237566,1.2643967404026215,0.08094123846910861,47.95488554801345,113.04047090857749,0.03485890156403681
243,Washington Heights North,Manhattan,1464,7.0,7.286587571321829,2.72939561493665,3.728349558578841,0.4649402011116849,57.124656175903674,48.11295117396315,0.2865875713218289
244,Washington Heights South,Manhattan,1464,14.997267759562842,15.587762129799419,4.2662822072856255,5.825613245647982,0.6073519487088774,42.31149584752157,33.59360551968827,0.5904943702365766
245,West Brighton,Staten Island,1464,0.02117486338797814,0.037236081934366144,0.05458409867933848,0.1613997424639122,-0.1791218113752142,91.07701210853153,199.41722396205867,0.01606121854638801
246,West Chelsea/Hudson Yards,Manhattan,1464,102.15163934426229,103.19209970100924,16.037016237690565,23.20396710336372,0.9104386986273924,33.43753187355223,23.60240074699661,1.0404603567469557
247,West Concourse,Bronx,1464,2.248633879781421,2.1011255138857625,1.4060135889117453,1.9743693572888028,0.19320408483241835,58.96962939152273,87.0325321185246,-0.14750836589565827
248,West Farms/Bronx River,Bronx,1464,1.1311475409836065,1.2416212732411254,0.9235282714208503,1.2991827430784024,0.29816054181028195,50.52811145468487,119.5771397315924,0.11047373225751887
249,West Village,Manhattan,1464,120.78756830601093,119.58525414941663,19.61539519276269,31.408084796384497,0.9152534344412543,25.551513585821837,20.29154898681492,-1.2023141565943196
250,Westchester Village/Unionport,Bronx,1464,1.1441256830601092,1.2071300028120135,0.9728931421620787,1.3144380163940501,0.17677839444688137,51.769759540125015,118.3320087068518,0.06300431975190417
251,Westerleigh,Staten Island,1464,0.028005464480874317,0.039549342065507094,0.06282877591172036,0.17370173577831033,-0.05544474423953338,91.42834477618923,199.21606496227287,0.011543877584632777
252,Whitestone,Queens,1464,0.37841530054644806,0.5975514269301281,0.6005983515445175,0.7342651533998137,-0.2364673685942822,49.00734496185544,161.20744076664025,0.21913612638367994
253,Willets Point,Queens,1464,0.022540983606557378,0.08661116466984137,0.10450526699287292,0.19999485751984275,-0.7093862797116555,89.45928038574444,199.2552464081028,0.06407018106328399
254,Williamsbridge/Olinville,Bronx,1464,1.9282786885245902,1.9792041150476007,1.2079162042786138,1.7095214076484613,0.41530516528399586,53.50671951529803,97.49711064219692,0.05092542652301056
255,Williamsburg (North Side),Brooklyn,1464,12.101775956284152,11.686884243403759,3.896962497724921,6.330113523162201,0.8508016565992417,55.94464235026446,51.54321751692078,-0.41489171288039584
256,Williamsburg (South Side),Brooklyn,1464,9.318989071038251,9.305941432311984,3.4512919307561343,5.083685876895528,0.685339531900685,58.22841093440536,45.60315473283775,-0.013047638726266315
257,Windsor Terrace,Brooklyn,1464,0.9412568306010929,1.1229116610647398,0.8879815191835229,1.1612722020345312,0.054891890264890275,49.476072425950875,121.8014261953933,0.181654830463647
258,Woodhaven,Queens,1464,1.4692622950819672,1.6826176104433987,1.1182270707773772,1.519155206894177,0.27630238574240173,54.80080595195606,102.95162646575821,0.21335531536143157
259,Woodlawn/Wakefield,Bronx,1464,1.1024590163934427,1.2501299943224797,0.9245090420862736,1.239655340774903,0.2859223731972823,47.6769211912828,118.93217864034094,0.1476709779290371
260,Woodside,Queens,1464,3.9754098360655736,4.043177590497704,2.07302298837369,2.834201614753924,0.09990296645721808,68.90374987738788,57.56141514487561,0.06776775443213102
261,World Trade Center,Manhattan,1464,28.243169398907103,29.36542032997512,5.881265502883489,8.147048387346231,0.8609047828664077,38.63472361822754,34.06628031488478,1.1222509310680189
262,Yorkville East,Manhattan,1464,80.10519125683061,83.99934734796354,12.580436690094697,17.91360937558658,0.9112562464182957,29.542001168629422,24.311577582868306,3.8941560911329365
263,Yorkville West,Manhattan,1464,107.34016393442623,110.18182975254325,15.334632289068315,21.734653080343605,0.88424409671503,22.908787803117868,19.394171923668182,2.841665818117034
