model,observations,actual_mean,predicted_mean,mae,rmse,r2,mape_positive_pct,smape_pct,mean_error_bias
random_forest,385032,21.99646782605082,22.460006447594413,4.1399042740009175,12.079198949644113,0.9618364077221317,47.97009920643019,101.33449667732177,0.4635386215435885
