classification,check_name,description,record_count
DEFINITELY_INVALID,MISSING_OR_UNPARSEABLE_TIMESTAMP,Hourly timestamp is missing or unparseable.,0
DEFINITELY_INVALID,DUPLICATE_TIMESTAMP,Duplicate hourly timestamp.,0
DEFINITELY_INVALID,MISSING_EXPECTED_HOUR,Expected 2025 hourly timestamp is absent.,0
DEFINITELY_INVALID,UNEXPECTED_TIMESTAMP,Timestamp lies outside the expected 2025 hourly grid.,0
